midpoint_data
Rate,Measure Names,Max Demand Rate ($/kW),Measure Values
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Battery Power (kW),$34.91,43.744775
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_A_(Under_2kV),Battery Power (kW),$17.81,39.719675
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Battery Power (kW),$9.97,6.19328625
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Battery Power (kW),$30.87,11.22531375
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Battery Power (kW),$13.20,9.53762375
Small_General_Time-of-Day_Service_(A12),Battery Power (kW),$0.00,0
Small_General_Service_Time-Of-Use_(A-1)(B),Battery Power (kW),$7.48,0
Small_General_Service_Metered_(A10),Battery Power (kW),$0.00,0
Small_General_Service_(A-1)(A),Battery Power (kW),$7.48,0
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Battery Power (kW),$4.84,0
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Battery Power (kW),$18.90,7.303811312
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Battery Power (kW),$15.66,0
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Battery Power (kW),$0.00,0
Schedule_SMC_-_Small_General_Service_City,Battery Power (kW),$0.00,0
Schedule_P,Battery Power (kW),$5.31,0
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Battery Power (kW),$2.32,0
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Battery Power (kW),$2.32,0
Schedule_MDD_-_Medium_Network_General_Service,Battery Power (kW),$4.54,0
Schedule_MDC_-_Medium_Standard_General_Service_City,Battery Power (kW),$2.32,0
Schedule_MDB-_Medium_Standard_General_Service_Burien,Battery Power (kW),$2.32,0
Schedule_LGD_-_Large_Network_General_Service_(Transformer_Investment_Discount),Battery Power (kW),$3.83,0
Schedule_LGC_-_Large_Standard_General_Service_City,Battery Power (kW),$2.08,0
Schedule_GS_Type_2_(Secondary),Battery Power (kW),$0.00,0
Schedule_GL_(Secondary_Voltage),Battery Power (kW),$6.15,0
Schedule_G_-_Secondary,Battery Power (kW),$0.00,0
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Battery Power (kW),$41.95,81.0145025
SC-9_-_General_Large_TOD_Service_[NYC],Battery Power (kW),$54.31,359.9865
SC-9_-_General_Large_Low_Tension_Service_[NYC],Battery Power (kW),$21.82,0
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Battery Power (kW),$17.48,31.024166
Power_and_Light_Medium_Schedule_PLM-11,Battery Power (kW),$0.00,0
Power_and_Light_Large_Schedule_PLL-11,Battery Power (kW),$0.00,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Battery Power (kW),$12.47,0
OGS-TOU-NEM,Battery Power (kW),$0.00,0
LGS-3_Large_General_Service_(Secondary_Distribution_Voltage),Battery Power (kW),$16.30,0
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Battery Power (kW),$16.49,0
LGS-1_-_Large_General_Service,Battery Power (kW),$8.57,0
Large_Light_&_Power_-_Primary_voltage_discount,Battery Power (kW),$7.55,0
GSLD-1_(General_Service_Large_Demand),Battery Power (kW),$12.56,0
GSEDS-1_Secondary_Non-Demand,Battery Power (kW),$0.00,0
GSEDS-1_Secondary_Demand,Battery Power (kW),$9.41,0
GSEDS-1_Primary_Non-Demand,Battery Power (kW),$0.00,0
GSEDS-1_Primary_Demand,Battery Power (kW),$7.90,0
GSDT-1_(General_Service_Demand_-Time-Of-Use),Battery Power (kW),$9.20,0
GSD-1_(General_Service_Demand),Battery Power (kW),$10.60,0
GS-2_(S)_Large_General_Service_Secondary,Battery Power (kW),$11.06,4.620964687
GS-1_General_Service,Battery Power (kW),$0.00,0
GLSDT-1_(General_Service_Large_Demand_-_Time-Of-Use),Battery Power (kW),$11.00,0
General_Service_With_Demand_Meter_(Rate_Code_25),Battery Power (kW),$5.86,0
General_Service_(A14),Battery Power (kW),$14.98,0
E-63_STANDARD_PRICE_PLAN_FOR_PRIMARY_LARGE_GENERAL_SERVICE,Battery Power (kW),$4.12,0
E-61_Standard_Price_Plan_For_Secondary_Large_General_Service,Battery Power (kW),$4.16,0
E-36_Standard_Price_Plan_for_General_Service,Battery Power (kW),$6.76,0
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Battery Power (kW),$6.65,0
E-20_Maximum_demand_of_(1000_KW_or_more)_(Secondary),Battery Power (kW),$33.72,236.162333333
E-19_Medium_General_Demand_TOU_Option_R_(Secondary),Battery Power (kW),$17.58,118.904
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Battery Power (kW),$17.58,28.904449167
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Battery Power (kW),$34.72,33.6319925
BES-Small_Load_Delivery_Class_(Secondary),Battery Power (kW),$6.18,0
BES-Medium_Load_Delivery_Class_(Secondary),Battery Power (kW),$6.29,0
BES-Large_Load_Delivery_Class_(Secondary),Battery Power (kW),$6.73,0
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Battery Power (kW),$16.78,19.0603625
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Battery Power (kW),$16.78,15.105311667
A-6_Small_General_Service_TOU_Single_Phase,Battery Power (kW),$0.00,98.53157125
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),Battery Power (kW),$0.00,0
4B_Large_Power_TOU_(PNM-Owned_Transformer),Battery Power (kW),$17.47,31.310825
3B_General_Power_TOU_(PNM-Owned_Transformer),Battery Power (kW),$17.47,20.37831
2B_Small_Power_Service_-_TOU,Battery Power (kW),$0.00,0
2A_(Small_Power_Service),Battery Power (kW),$0.00,0
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),Battery Capacity (kWh),$16.23,349.573
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Battery Capacity (kWh),$38.02,90.86115
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_A_(Under_2_kV),Battery Capacity (kWh),$15.57,605.3015
Time-of-use_-_General_Service_-_Demand_Metered-Super_Off_Peak_TOU-GS-3-SOP_(2kv-50kv),Battery Capacity (kWh),$36.38,124.94775
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_R_(2kV_to_50kV),Battery Capacity (kWh),$11.05,50.02805
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Battery Capacity (kWh),$34.91,130.953
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_A_(Under_2kV),Battery Capacity (kWh),$17.81,122.226275
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Battery Capacity (kWh),$9.97,21.28975
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Battery Capacity (kWh),$30.87,35.6467875
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Battery Capacity (kWh),$13.20,30.71015
Small_General_Time-of-Day_Service_(A12),Battery Capacity (kWh),$0.00,0
Small_General_Service_Time-Of-Use_(A-1)(B),Battery Capacity (kWh),$7.48,0
Small_General_Service_Metered_(A10),Battery Capacity (kWh),$0.00,0
Small_General_Service_(A-1)(A),Battery Capacity (kWh),$7.48,0
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Battery Capacity (kWh),$4.84,0
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Battery Capacity (kWh),$18.90,9.163275125
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Battery Capacity (kWh),$15.66,0
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Battery Capacity (kWh),$0.00,0
Schedule_SMC_-_Small_General_Service_City,Battery Capacity (kWh),$0.00,0
Schedule_P,Battery Capacity (kWh),$5.31,0
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Battery Capacity (kWh),$2.32,0
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Battery Capacity (kWh),$2.32,0
Schedule_MDD_-_Medium_Network_General_Service,Battery Capacity (kWh),$4.54,0
Schedule_MDC_-_Medium_Standard_General_Service_City,Battery Capacity (kWh),$2.32,0
Schedule_MDB-_Medium_Standard_General_Service_Burien,Battery Capacity (kWh),$2.32,0
Schedule_LGD_-_Large_Network_General_Service_(Transformer_Investment_Discount),Battery Capacity (kWh),$3.83,0
Schedule_LGC_-_Large_Standard_General_Service_City,Battery Capacity (kWh),$2.08,0
Schedule_GS_Type_2_(Secondary),Battery Capacity (kWh),$0.00,0
Schedule_GL_(Secondary_Voltage),Battery Capacity (kWh),$6.15,0
Schedule_G_-_Secondary,Battery Capacity (kWh),$0.00,0
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Battery Capacity (kWh),$41.95,292.59965625
SC-9_-_General_Large_TOD_Service_[NYC],Battery Capacity (kWh),$54.31,1575.835
SC-9_-_General_Large_Low_Tension_Service_[NYC],Battery Capacity (kWh),$21.82,0
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Battery Capacity (kWh),$17.48,66.337189333
Power_and_Light_Medium_Schedule_PLM-11,Battery Capacity (kWh),$0.00,0
Power_and_Light_Large_Schedule_PLL-11,Battery Capacity (kWh),$0.00,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Battery Capacity (kWh),$12.47,0
OGS-TOU-NEM,Battery Capacity (kWh),$0.00,0
LGS-3_Large_General_Service_(Secondary_Distribution_Voltage),Battery Capacity (kWh),$16.30,0
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Battery Capacity (kWh),$16.49,0
LGS-1_-_Large_General_Service,Battery Capacity (kWh),$8.57,0
Large_Light_&_Power_-_Primary_voltage_discount,Battery Capacity (kWh),$7.55,0
GSLD-1_(General_Service_Large_Demand),Battery Capacity (kWh),$12.56,0
GSEDS-1_Secondary_Non-Demand,Battery Capacity (kWh),$0.00,0
GSEDS-1_Secondary_Demand,Battery Capacity (kWh),$9.41,0
GSEDS-1_Primary_Non-Demand,Battery Capacity (kWh),$0.00,0
GSEDS-1_Primary_Demand,Battery Capacity (kWh),$7.90,0
GSDT-1_(General_Service_Demand_-Time-Of-Use),Battery Capacity (kWh),$9.20,0
GSD-1_(General_Service_Demand),Battery Capacity (kWh),$10.60,0
GS-2_(S)_Large_General_Service_Secondary,Battery Capacity (kWh),$11.06,5.886516
GS-1_General_Service,Battery Capacity (kWh),$0.00,0
GLSDT-1_(General_Service_Large_Demand_-_Time-Of-Use),Battery Capacity (kWh),$11.00,0
General_Service_With_Demand_Meter_(Rate_Code_25),Battery Capacity (kWh),$5.86,0
General_Service_(A14),Battery Capacity (kWh),$14.98,0
E-63_STANDARD_PRICE_PLAN_FOR_PRIMARY_LARGE_GENERAL_SERVICE,Battery Capacity (kWh),$4.12,0
E-61_Standard_Price_Plan_For_Secondary_Large_General_Service,Battery Capacity (kWh),$4.16,0
E-36_Standard_Price_Plan_for_General_Service,Battery Capacity (kWh),$6.76,0
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Battery Capacity (kWh),$6.65,0
E-20_Maximum_demand_of_(1000_KW_or_more)_(Secondary),Battery Capacity (kWh),$33.72,898.114333333
E-19_Medium_General_Demand_TOU_Option_R_(Secondary),Battery Capacity (kWh),$17.58,504.58
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Battery Capacity (kWh),$17.58,117.074266667
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Battery Capacity (kWh),$34.72,139.896216667
BES-Small_Load_Delivery_Class_(Secondary),Battery Capacity (kWh),$6.18,0
BES-Medium_Load_Delivery_Class_(Secondary),Battery Capacity (kWh),$6.29,0
BES-Large_Load_Delivery_Class_(Secondary),Battery Capacity (kWh),$6.73,0
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Battery Capacity (kWh),$16.78,67.007604167
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Battery Capacity (kWh),$16.78,44.958948333
A-6_Small_General_Service_TOU_Single_Phase,Battery Capacity (kWh),$0.00,612.16931875
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),Battery Capacity (kWh),$0.00,0
4B_Large_Power_TOU_(PNM-Owned_Transformer),Battery Capacity (kWh),$17.47,39.138575
3B_General_Power_TOU_(PNM-Owned_Transformer),Battery Capacity (kWh),$17.47,25.472917857
2B_Small_Power_Service_-_TOU,Battery Capacity (kWh),$0.00,0
2A_(Small_Power_Service),Battery Capacity (kWh),$0.00,0
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),PV Size (kW),$16.23,1553.8365
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),PV Size (kW),$38.02,212.602775
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_A_(Under_2_kV),PV Size (kW),$15.57,1677.62875
Time-of-use_-_General_Service_-_Demand_Metered-Super_Off_Peak_TOU-GS-3-SOP_(2kv-50kv),PV Size (kW),$36.38,398.1125
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_R_(2kV_to_50kV),PV Size (kW),$11.05,435.635
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),PV Size (kW),$34.91,417.69425
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_A_(Under_2kV),PV Size (kW),$17.81,440.579
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,PV Size (kW),$9.97,103.7022
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,PV Size (kW),$30.87,95.1077125
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,PV Size (kW),$13.20,102.709125
Small_General_Time-of-Day_Service_(A12),PV Size (kW),$0.00,26.1746
Small_General_Service_Time-Of-Use_(A-1)(B),PV Size (kW),$7.48,32.821
Small_General_Service_Metered_(A10),PV Size (kW),$0.00,343.26648125
Small_General_Service_(A-1)(A),PV Size (kW),$7.48,30.7791
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,PV Size (kW),$4.84,158.086458333
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,PV Size (kW),$18.90,17.220033906
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,PV Size (kW),$15.66,28.933614375
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,PV Size (kW),$0.00,0
Schedule_SMC_-_Small_General_Service_City,PV Size (kW),$0.00,0
Schedule_P,PV Size (kW),$5.31,225.6924
Schedule_MDT-Medium_Standard_General_Service_Tukwila,PV Size (kW),$2.32,0
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,PV Size (kW),$2.32,0
Schedule_MDD_-_Medium_Network_General_Service,PV Size (kW),$4.54,0
Schedule_MDC_-_Medium_Standard_General_Service_City,PV Size (kW),$2.32,0
Schedule_MDB-_Medium_Standard_General_Service_Burien,PV Size (kW),$2.32,0
Schedule_LGD_-_Large_Network_General_Service_(Transformer_Investment_Discount),PV Size (kW),$3.83,0
Schedule_LGC_-_Large_Standard_General_Service_City,PV Size (kW),$2.08,0
Schedule_GS_Type_2_(Secondary),PV Size (kW),$0.00,29.67825
Schedule_GL_(Secondary_Voltage),PV Size (kW),$6.15,156.843491667
Schedule_G_-_Secondary,PV Size (kW),$0.00,477.6956
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],PV Size (kW),$41.95,566.347325
SC-9_-_General_Large_TOD_Service_[NYC],PV Size (kW),$54.31,2696.315
SC-9_-_General_Large_Low_Tension_Service_[NYC],PV Size (kW),$21.82,263.218221429
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),PV Size (kW),$17.48,538.469586667
Power_and_Light_Medium_Schedule_PLM-11,PV Size (kW),$0.00,0
Power_and_Light_Large_Schedule_PLL-11,PV Size (kW),$0.00,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,PV Size (kW),$12.47,303.55335
OGS-TOU-NEM,PV Size (kW),$0.00,162.320013125
LGS-3_Large_General_Service_(Secondary_Distribution_Voltage),PV Size (kW),$16.30,773.660666667
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,PV Size (kW),$16.49,149.4772
LGS-1_-_Large_General_Service,PV Size (kW),$8.57,262.812675
Large_Light_&_Power_-_Primary_voltage_discount,PV Size (kW),$7.55,0
GSLD-1_(General_Service_Large_Demand),PV Size (kW),$12.56,70.141
GSEDS-1_Secondary_Non-Demand,PV Size (kW),$0.00,437.76216875
GSEDS-1_Secondary_Demand,PV Size (kW),$9.41,259.925349375
GSEDS-1_Primary_Non-Demand,PV Size (kW),$0.00,364.86695625
GSEDS-1_Primary_Demand,PV Size (kW),$7.90,236.442351875
GSDT-1_(General_Service_Demand_-Time-Of-Use),PV Size (kW),$9.20,17.479995667
GSD-1_(General_Service_Demand),PV Size (kW),$10.60,19.27459
GS-2_(S)_Large_General_Service_Secondary,PV Size (kW),$11.06,525.83469375
GS-1_General_Service,PV Size (kW),$0.00,37.3362
GLSDT-1_(General_Service_Large_Demand_-_Time-Of-Use),PV Size (kW),$11.00,103.303533333
General_Service_With_Demand_Meter_(Rate_Code_25),PV Size (kW),$5.86,222.496239375
General_Service_(A14),PV Size (kW),$14.98,12.111015714
E-63_STANDARD_PRICE_PLAN_FOR_PRIMARY_LARGE_GENERAL_SERVICE,PV Size (kW),$4.12,351.0765
E-61_Standard_Price_Plan_For_Secondary_Large_General_Service,PV Size (kW),$4.16,643.3045
E-36_Standard_Price_Plan_for_General_Service,PV Size (kW),$6.76,323.33214375
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,PV Size (kW),$6.65,431.71714375
E-20_Maximum_demand_of_(1000_KW_or_more)_(Secondary),PV Size (kW),$33.72,1879.820333333
E-19_Medium_General_Demand_TOU_Option_R_(Secondary),PV Size (kW),$17.58,522.526
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),PV Size (kW),$17.58,220.490616667
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),PV Size (kW),$34.72,218.388875
BES-Small_Load_Delivery_Class_(Secondary),PV Size (kW),$6.18,9.9248375
BES-Medium_Load_Delivery_Class_(Secondary),PV Size (kW),$6.29,9.9248375
BES-Large_Load_Delivery_Class_(Secondary),PV Size (kW),$6.73,9.992107938
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),PV Size (kW),$16.78,209.932233333
A-10_Medium_General_Demand_Service_(Secondary_Voltage),PV Size (kW),$16.78,201.523658333
A-6_Small_General_Service_TOU_Single_Phase,PV Size (kW),$0.00,714.7852
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),PV Size (kW),$0.00,60.0648
4B_Large_Power_TOU_(PNM-Owned_Transformer),PV Size (kW),$17.47,656.1615
3B_General_Power_TOU_(PNM-Owned_Transformer),PV Size (kW),$17.47,416.587221429
2B_Small_Power_Service_-_TOU,PV Size (kW),$0.00,34.2661
2A_(Small_Power_Service),PV Size (kW),$0.00,26.7787
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),Demand Cost (without system),$16.23,7357930
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Demand Cost (without system),$38.02,4800248.1
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_A_(Under_2_kV),Demand Cost (without system),$15.57,7058720
Time-of-use_-_General_Service_-_Demand_Metered-Super_Off_Peak_TOU-GS-3-SOP_(2kv-50kv),Demand Cost (without system),$36.38,3101611
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_R_(2kV_to_50kV),Demand Cost (without system),$11.05,1408374
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Demand Cost (without system),$34.91,3089649
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_A_(Under_2kV),Demand Cost (without system),$17.81,2269969
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Demand Cost (without system),$9.97,635896.8
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Demand Cost (without system),$30.87,1331819
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Demand Cost (without system),$13.20,841910.6
Small_General_Time-of-Day_Service_(A12),Demand Cost (without system),$0.00,0
Small_General_Service_Time-Of-Use_(A-1)(B),Demand Cost (without system),$7.48,17925.7
Small_General_Service_Metered_(A10),Demand Cost (without system),$0.00,0
Small_General_Service_(A-1)(A),Demand Cost (without system),$7.48,17925.7
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Demand Cost (without system),$4.84,939175.1
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Demand Cost (without system),$18.90,10621271.8
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Demand Cost (without system),$15.66,7522045.8
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Demand Cost (without system),$0.00,0
Schedule_SMC_-_Small_General_Service_City,Demand Cost (without system),$0.00,0
Schedule_P,Demand Cost (without system),$5.31,1748925
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Demand Cost (without system),$2.32,654467.4
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Demand Cost (without system),$2.32,654467.4
Schedule_MDD_-_Medium_Network_General_Service,Demand Cost (without system),$4.54,1280725.4
Schedule_MDC_-_Medium_Standard_General_Service_City,Demand Cost (without system),$2.32,654467.4
Schedule_MDB-_Medium_Standard_General_Service_Burien,Demand Cost (without system),$2.32,654467.4
Schedule_LGD_-_Large_Network_General_Service_(Transformer_Investment_Discount),Demand Cost (without system),$3.83,1120320
Schedule_LGC_-_Large_Standard_General_Service_City,Demand Cost (without system),$2.08,652650
Schedule_GS_Type_2_(Secondary),Demand Cost (without system),$0.00,0
Schedule_GL_(Secondary_Voltage),Demand Cost (without system),$6.15,2091297.2
Schedule_G_-_Secondary,Demand Cost (without system),$0.00,0
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Demand Cost (without system),$41.95,20829230.1
SC-9_-_General_Large_TOD_Service_[NYC],Demand Cost (without system),$54.31,14476830
SC-9_-_General_Large_Low_Tension_Service_[NYC],Demand Cost (without system),$21.82,0
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Demand Cost (without system),$17.48,9662332.2
Power_and_Light_Medium_Schedule_PLM-11,Demand Cost (without system),$0.00,0
Power_and_Light_Large_Schedule_PLL-11,Demand Cost (without system),$0.00,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Demand Cost (without system),$12.47,5211788.9
OGS-TOU-NEM,Demand Cost (without system),$0.00,0
LGS-3_Large_General_Service_(Secondary_Distribution_Voltage),Demand Cost (without system),$16.30,4607960
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Demand Cost (without system),$16.49,1859821
LGS-1_-_Large_General_Service,Demand Cost (without system),$8.57,5962838.4
Large_Light_&_Power_-_Primary_voltage_discount,Demand Cost (without system),$7.55,0
GSLD-1_(General_Service_Large_Demand),Demand Cost (without system),$12.56,4577460
GSEDS-1_Secondary_Non-Demand,Demand Cost (without system),$0.00,0
GSEDS-1_Secondary_Demand,Demand Cost (without system),$9.41,5674995.2
GSEDS-1_Primary_Non-Demand,Demand Cost (without system),$0.00,0
GSEDS-1_Primary_Demand,Demand Cost (without system),$7.90,4762782.8
GSDT-1_(General_Service_Demand_-Time-Of-Use),Demand Cost (without system),$9.20,2410589.1
GSD-1_(General_Service_Demand),Demand Cost (without system),$10.60,2464435.4
GS-2_(S)_Large_General_Service_Secondary,Demand Cost (without system),$11.06,6489183
GS-1_General_Service,Demand Cost (without system),$0.00,0
GLSDT-1_(General_Service_Large_Demand_-_Time-Of-Use),Demand Cost (without system),$11.00,4507270
General_Service_With_Demand_Meter_(Rate_Code_25),Demand Cost (without system),$5.86,3735081.8
General_Service_(A14),Demand Cost (without system),$14.98,3773250.2
E-63_STANDARD_PRICE_PLAN_FOR_PRIMARY_LARGE_GENERAL_SERVICE,Demand Cost (without system),$4.12,928713
E-61_Standard_Price_Plan_For_Secondary_Large_General_Service,Demand Cost (without system),$4.16,1001697
E-36_Standard_Price_Plan_for_General_Service,Demand Cost (without system),$6.76,3635040.2
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Demand Cost (without system),$6.65,4544528.8
E-20_Maximum_demand_of_(1000_KW_or_more)_(Secondary),Demand Cost (without system),$33.72,9977520
E-19_Medium_General_Demand_TOU_Option_R_(Secondary),Demand Cost (without system),$17.58,804572
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Demand Cost (without system),$17.58,2951492.6
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Demand Cost (without system),$34.72,4843261.5
BES-Small_Load_Delivery_Class_(Secondary),Demand Cost (without system),$6.18,4029472
BES-Medium_Load_Delivery_Class_(Secondary),Demand Cost (without system),$6.29,4101198.9
BES-Large_Load_Delivery_Class_(Secondary),Demand Cost (without system),$6.73,4388088.2
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Demand Cost (without system),$16.78,2285417.1
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Demand Cost (without system),$16.78,2285417.1
A-6_Small_General_Service_TOU_Single_Phase,Demand Cost (without system),$0.00,0
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),Demand Cost (without system),$0.00,0
4B_Large_Power_TOU_(PNM-Owned_Transformer),Demand Cost (without system),$17.47,3591806.4
3B_General_Power_TOU_(PNM-Owned_Transformer),Demand Cost (without system),$17.47,7959048.1
2B_Small_Power_Service_-_TOU,Demand Cost (without system),$0.00,0
2A_(Small_Power_Service),Demand Cost (without system),$0.00,0
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),Energy Cost (without system),$16.23,17243770
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Energy Cost (without system),$38.02,5865636.9
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_A_(Under_2_kV),Energy Cost (without system),$15.57,19540910
Time-of-use_-_General_Service_-_Demand_Metered-Super_Off_Peak_TOU-GS-3-SOP_(2kv-50kv),Energy Cost (without system),$36.38,3265845
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_R_(2kV_to_50kV),Energy Cost (without system),$11.05,5268179
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Energy Cost (without system),$34.91,3761411
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_A_(Under_2kV),Energy Cost (without system),$17.81,4477418
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Energy Cost (without system),$9.97,2951765.6
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Energy Cost (without system),$30.87,2030418.3
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Energy Cost (without system),$13.20,2636343.7
Small_General_Time-of-Day_Service_(A12),Energy Cost (without system),$0.00,85085.8
Small_General_Service_Time-Of-Use_(A-1)(B),Energy Cost (without system),$7.48,108076
